age,height_cm,overall,potential,value_eur,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_heading_accuracy,skill_dribbling,skill_ball_control,movement_reactions,power_jumping,power_strength,mentality_vision,pace_median
20,176,62,74,550000,1,4,2,Medium/Medium,SUB,41,71,69,49,58,47,57,81.0
23,179,63,72,575000,1,3,3,Medium/Medium,RES,42,66,69,49,48,46,55,67.0
28,181,70,70,1800000,1,3,3,Medium/Medium,LCM,59,63,66,62,81,80,76,60.0
31,187,74,74,4300000,1,2,2,Low/High,SUB,72,65,71,71,71,79,73,53.0
32,181,71,71,1500000,1,4,2,Medium/High,RCB,66,47,65,68,86,75,64,48.0
27,189,68,71,975000,1,3,2,Medium/Medium,LCB,74,46,52,67,82,84,30,58.0
20,170,73,86,7500000,1,4,3,High/Medium,SUB,38,78,74,64,55,44,73,81.0
24,173,67,73,1000000,1,3,4,High/Medium,RM,52,68,68,62,61,58,67,75.0
26,167,68,69,1100000,1,2,3,High/Medium,LM,66,70,68,70,65,73,64,77.0
30,171,70,70,0,0,1,3,Medium/Medium,Missing,46,67,66,73,48,44,70,74.0
27,176,66,67,650000,0,3,3,Medium/Medium,LB,48,68,66,64,61,59,56,67.0
26,201,72,75,3900000,1,2,3,High/Medium,ST,77,72,74,72,48,87,68,69.0
33,194,70,70,950000,1,3,1,Medium/Medium,GK,13,11,19,66,66,76,34,68.0
30,188,73,73,3900000,1,2,3,Medium/Low,ST,77,72,74,68,46,89,63,56.0
31,184,59,59,120000,1,2,2,Medium/Medium,RES,43,53,54,58,66,69,52,63.0
35,179,78,78,4300000,1,4,4,Medium/Medium,SUB,50,80,82,77,45,65,82,69.0
29,194,72,73,2900000,1,3,2,Medium/High,LCB,73,44,60,63,61,90,38,54.0
31,182,65,65,400000,0,2,3,High/Medium,LB,53,68,66,61,79,72,67,68.0
36,183,61,61,50000,0,3,2,Medium/High,SUB,64,33,52,58,69,75,47,33.0
20,173,59,74,350000,1,3,2,Medium/Medium,RES,32,61,65,52,62,47,58,70.0
24,174,64,71,650000,1,3,4,Medium/Medium,LAM,58,65,71,62,58,58,59,74.0
24,185,63,68,500000,1,3,2,High/Medium,SUB,65,58,59,67,58,77,63,68.0
21,187,53,62,90000,1,3,2,Medium/Medium,SUB,39,61,59,55,52,70,50,63.0
26,173,57,62,120000,1,3,2,Low/High,SUB,53,54,54,55,55,59,47,73.0
32,179,69,69,800000,1,3,3,Medium/High,LCM,59,69,73,71,83,77,65,68.0
24,190,67,72,1000000,1,3,3,Medium/Medium,SUB,70,59,71,59,75,83,58,66.0
29,193,60,60,210000,1,3,2,Medium/Medium,SUB,70,50,53,54,56,89,33,66.0
27,173,72,73,3200000,1,2,3,Medium/High,SUB,54,67,74,75,60,58,69,56.0
27,168,79,80,0,0,2,4,High/Low,Missing,49,83,83,69,49,47,85,71.0
17,185,62,81,600000,0,3,3,Medium/Low,RES,47,66,68,52,60,59,62,65.0
28,190,81,81,15000000,1,4,3,High/Medium,RM,75,75,79,80,72,85,71,77.0
19,191,54,72,140000,1,4,2,Medium/Medium,RES,53,35,43,47,67,80,30,57.0
32,180,67,67,500000,1,3,2,Medium/High,LCB,67,26,44,62,86,78,34,51.0
28,182,72,73,3100000,1,3,3,Low/High,RES,64,69,69,70,71,80,62,71.0
25,187,60,64,200000,1,3,1,Medium/Medium,GK,13,5,18,56,65,66,31,68.0
33,180,78,78,6500000,1,4,4,Medium/Medium,SUB,55,80,82,75,36,60,75,72.0
29,186,72,72,2700000,1,3,2,Medium/High,LDM,63,57,65,67,90,77,62,72.0
20,180,63,74,600000,1,3,2,Medium/Medium,RDM,49,55,63,58,62,71,54,64.0
34,189,66,66,250000,1,3,2,Medium/High,LDM,68,59,62,61,65,78,61,39.0
19,180,56,75,160000,1,2,1,Medium/Medium,RES,11,10,12,49,55,53,32,68.0
23,184,65,72,675000,1,3,2,High/Medium,RCM,54,59,62,64,55,53,58,70.0
30,183,70,70,1700000,1,2,4,High/Medium,SUB,69,70,70,72,81,79,69,68.0
19,179,65,77,875000,1,2,3,Medium/High,SUB,63,60,63,62,73,69,42,75.0
29,175,64,64,450000,1,3,3,Medium/Low,RM,40,68,59,52,75,62,51,75.0
27,185,63,66,400000,1,4,2,Medium/Medium,SUB,69,53,56,55,74,90,53,53.0
26,185,65,68,600000,1,3,2,Low/High,RCM,62,49,58,62,70,87,49,37.0
21,175,72,82,5000000,0,2,3,High/Medium,LDM,58,76,75,67,62,61,75,73.0
22,180,56,65,140000,1,2,2,High/Low,RES,64,54,55,53,61,59,54,45.0
24,185,67,71,1000000,1,4,3,Medium/Medium,SUB,54,73,71,56,66,69,52,75.0
25,175,68,69,1100000,1,2,4,Medium/Low,LW,44,77,72,63,56,59,62,78.0
33,165,73,73,2400000,1,3,3,High/High,SUB,28,77,77,72,62,53,72,77.0
22,183,68,77,1400000,1,3,3,Medium/Medium,RES,71,74,72,70,82,70,65,67.0
22,190,56,66,110000,1,3,1,Medium/Medium,SUB,13,12,17,46,63,38,33,68.0
24,180,75,80,9000000,0,2,3,High/Medium,CAM,46,81,70,74,49,62,80,86.0
33,185,68,68,425000,1,4,2,Medium/Medium,SUB,64,58,66,66,61,72,59,71.0
21,193,59,65,160000,1,3,1,Medium/Medium,RES,11,12,20,53,63,45,48,68.0
31,178,63,63,325000,1,3,3,Medium/Medium,RES,43,66,66,60,66,65,62,72.0
31,193,61,61,190000,1,2,2,Medium/Medium,LCB,61,53,55,58,63,72,31,53.0
30,180,70,70,1700000,1,3,3,High/Medium,RM,52,71,73,67,72,64,57,71.0
26,182,62,64,375000,1,3,2,High/Medium,RES,61,55,59,64,76,58,66,82.0
30,180,67,67,525000,1,3,1,Medium/Medium,SUB,21,14,25,60,54,28,51,68.0
22,190,65,72,700000,1,3,2,Medium/Medium,LCM,63,56,63,60,73,70,58,64.0
19,186,62,76,625000,1,2,2,Medium/High,RES,45,66,69,58,65,69,56,59.0
22,181,59,66,220000,0,3,2,Medium/Medium,SUB,62,51,61,59,65,62,53,67.0
25,177,66,69,800000,0,2,3,High/Low,RES,51,68,65,61,54,63,57,86.0
31,169,66,66,575000,1,4,2,High/Medium,SUB,35,69,63,55,87,59,62,76.0
30,180,74,74,5500000,1,3,3,High/Low,SUB,48,77,76,72,59,58,73,80.0
19,169,66,73,775000,1,2,2,Medium/Low,RB,54,39,66,66,53,39,48,75.0
20,180,62,78,650000,1,3,2,High/Medium,SUB,57,62,63,61,57,48,59,65.0
28,192,65,67,475000,1,3,1,Medium/Medium,GK,15,11,14,62,51,71,55,68.0
29,181,65,66,450000,1,2,1,Medium/Medium,SUB,12,13,22,59,44,41,37,68.0
20,170,62,73,525000,1,3,3,Medium/Medium,SUB,37,67,65,49,63,52,63,64.0
33,183,68,68,525000,1,2,3,Medium/Medium,CM,38,64,69,64,53,67,65,33.0
22,182,71,79,3400000,0,3,3,High/High,SUB,58,72,74,71,58,60,70,66.0
26,170,68,69,1100000,1,3,3,Medium/Medium,RM,66,68,69,66,62,57,68,61.0
23,178,58,67,190000,1,3,2,Medium/Medium,RCM,41,49,60,66,65,56,52,66.0
25,190,75,78,8000000,0,3,4,High/Medium,SUB,60,78,80,72,55,76,76,61.0
20,196,64,79,925000,1,5,2,Medium/Medium,SUB,69,49,53,55,55,79,27,59.0
26,175,69,74,1200000,1,3,3,Medium/Medium,SUB,58,64,70,63,68,71,59,71.0
21,183,63,74,625000,0,4,2,High/Medium,RES,38,69,67,52,34,62,50,75.0
23,183,56,63,110000,1,2,2,Medium/Medium,RES,56,42,38,54,66,76,28,59.0
22,183,70,83,3200000,1,4,2,Medium/Medium,RCB,67,41,68,65,81,78,43,71.0
30,189,65,65,375000,1,2,1,Medium/Medium,SUB,13,15,18,64,62,60,27,68.0
30,177,72,72,2500000,0,2,3,Medium/High,LWB,63,67,70,70,78,67,65,73.0
26,179,64,67,550000,1,3,3,Medium/Medium,RES,60,68,66,64,54,62,65,63.0
25,181,67,70,975000,1,3,3,Medium/Medium,SUB,52,69,67,66,70,69,61,84.0
30,180,65,65,500000,1,4,2,High/Medium,SUB,47,67,65,62,79,71,63,69.0
26,175,63,63,400000,1,3,2,High/Medium,LW,48,62,59,57,76,67,60,73.0
19,168,50,67,60000,1,2,2,Medium/Medium,RES,48,45,48,54,63,50,48,65.0
26,178,74,76,6000000,0,4,3,High/Medium,SUB,55,74,70,70,48,68,65,85.0
20,179,55,68,150000,1,3,2,Medium/Medium,SUB,43,53,58,55,51,56,48,66.0
22,184,63,74,625000,1,3,2,Medium/Medium,RES,56,65,61,59,61,76,64,65.0
22,180,72,80,4600000,1,3,3,Medium/Medium,RM,47,78,72,63,35,75,62,90.0
27,175,65,65,575000,1,3,2,Medium/Medium,SUB,38,69,66,65,59,44,58,73.0
22,190,57,70,180000,1,2,2,Medium/Medium,RES,58,25,26,54,78,70,28,46.0
24,186,60,69,300000,1,2,2,Medium/Medium,SUB,58,30,36,58,83,77,30,59.0
23,176,48,54,35000,1,2,2,Low/Low,RES,45,22,28,46,72,46,26,60.0
31,191,69,69,775000,1,3,2,Low/Medium,SUB,72,51,62,67,71,71,53,51.0
29,188,71,71,2400000,1,4,3,Medium/Medium,SUB,78,75,73,73,78,73,72,67.0
26,176,63,64,425000,0,4,2,High/Medium,SUB,39,64,61,50,67,57,58,71.0
24,176,74,81,7000000,1,3,2,Medium/High,SUB,77,65,69,71,91,76,65,75.0
22,174,61,71,375000,1,4,2,High/Medium,SUB,51,56,51,59,58,51,33,73.0
31,172,66,66,475000,1,4,3,Medium/Medium,SUB,50,65,68,70,49,64,64,70.0
28,177,73,73,4000000,0,3,3,Medium/Medium,SUB,33,73,72,74,57,48,75,75.0
21,185,58,69,200000,1,3,2,Medium/Medium,SUB,54,47,43,55,82,66,30,58.0
23,180,61,68,350000,1,3,2,Medium/Medium,RES,61,59,59,60,73,61,53,62.0
29,179,68,68,750000,0,2,3,High/Medium,LM,54,66,68,65,58,67,60,71.0
23,197,70,77,2300000,1,2,2,Medium/High,CDM,63,50,58,70,33,77,46,35.0
19,184,63,79,725000,1,3,3,High/Medium,RM,44,63,56,61,60,57,35,79.0
23,182,57,66,160000,1,3,2,Medium/Medium,SUB,40,55,57,52,53,65,60,63.0
32,183,74,74,3600000,0,3,2,Medium/Medium,RCB,69,57,69,67,77,79,49,67.0
21,191,64,74,750000,1,3,2,Medium/Medium,SUB,67,55,60,60,70,71,43,64.0
28,184,80,80,15000000,0,2,4,High/High,SUB,67,85,83,78,56,68,81,75.0
20,188,53,66,90000,1,3,1,Medium/Medium,SUB,10,7,15,39,70,66,32,68.0
28,195,57,60,90000,1,3,1,Medium/Medium,RES,15,17,21,53,55,67,34,68.0
20,188,63,77,825000,1,3,2,High/Low,ST,60,47,54,61,71,96,40,70.0
30,185,78,78,8500000,1,3,2,Medium/High,RCB,74,42,63,76,76,77,46,51.0
28,191,58,60,110000,1,1,1,Medium/Medium,SUB,17,14,24,57,58,58,13,68.0
21,175,72,85,6000000,1,3,4,High/Medium,SUB,60,78,76,70,80,41,64,85.0
26,192,67,71,725000,1,2,1,Medium/Medium,SUB,15,17,19,64,51,68,18,68.0
25,167,61,64,325000,1,4,3,Medium/Medium,RES,42,64,60,60,55,54,57,80.0
23,172,76,82,9500000,1,4,4,High/High,SUB,42,75,75,73,93,59,63,94.0
26,180,63,66,400000,1,3,2,Medium/Medium,SUB,50,46,61,58,65,65,53,70.0
23,180,73,78,5500000,1,4,4,High/High,RS,60,75,77,76,71,57,76,70.0
26,175,72,76,3600000,1,3,3,Medium/Medium,LDM,67,66,70,68,80,64,69,68.0
29,182,68,69,850000,1,3,2,Medium/Medium,SUB,66,44,54,67,91,75,59,68.0
35,183,67,67,220000,0,3,3,Medium/Medium,LB,65,63,65,63,74,70,65,54.0
21,184,60,69,300000,1,3,2,Medium/Medium,SUB,60,32,42,56,58,78,16,54.0
19,188,63,79,775000,1,4,3,High/High,RCM,48,68,69,57,54,79,63,63.0
19,178,52,69,110000,1,3,2,High/Low,RES,52,50,53,52,64,45,51,60.0
27,191,73,75,4200000,1,3,2,Medium/Medium,RCB,78,42,63,71,80,84,37,58.0
25,188,59,64,210000,1,3,2,Medium/Low,SUB,59,54,59,58,62,64,46,61.0
21,187,64,73,700000,0,3,2,Medium/High,SUB,71,64,66,58,66,73,56,71.0
30,184,55,55,80000,1,3,2,High/Medium,SUB,56,50,54,54,60,76,51,59.0
28,174,65,65,525000,1,3,3,Medium/Medium,RCM,55,69,68,64,91,60,62,74.0
20,181,60,75,425000,0,2,2,Medium/Medium,SUB,54,53,54,58,69,68,44,75.0
21,188,62,74,500000,1,3,2,Medium/High,RCB,59,22,48,57,73,78,29,63.0
35,180,66,66,275000,1,3,2,Medium/Medium,SUB,60,59,64,60,61,71,71,49.0
19,173,53,66,110000,1,3,2,Medium/Medium,RES,40,55,55,55,49,39,52,66.0
34,186,62,62,130000,1,2,1,Medium/Medium,SUB,12,11,18,56,65,45,45,68.0
32,185,66,66,425000,1,3,2,Low/Medium,SUB,64,49,55,63,77,82,59,66.0
24,170,72,78,3800000,1,3,3,Medium/Medium,RB,64,68,72,71,71,63,58,71.0
26,186,64,67,550000,1,3,2,High/Medium,SUB,50,71,69,53,50,62,64,56.0
28,170,80,80,12500000,1,3,4,High/Low,SUB,72,82,81,78,69,66,65,82.0
29,180,61,61,250000,1,3,3,Medium/Medium,SUB,62,59,60,59,80,68,58,86.0
28,191,64,65,450000,1,3,2,High/High,RCB,64,52,54,58,63,82,46,42.0
36,188,78,78,1700000,1,2,1,Medium/Medium,SUB,12,13,24,74,62,57,68,68.0
24,172,68,74,1100000,1,3,3,Medium/High,RES,58,69,67,64,86,70,63,65.0
18,181,63,77,750000,0,4,3,High/Medium,SUB,39,67,66,60,40,54,58,66.0
20,180,54,68,140000,1,2,2,Medium/Medium,RES,47,47,46,51,62,57,32,66.0
19,179,60,74,450000,1,3,3,Medium/Medium,RES,33,70,67,52,56,33,51,70.0
24,191,72,77,3700000,1,4,2,Medium/High,SUB,70,56,51,67,75,80,52,77.0
20,187,62,73,475000,0,5,3,High/Medium,SUB,52,62,62,59,58,72,54,76.0
30,182,78,78,8500000,1,3,3,Medium/High,SUB,66,74,80,74,55,82,73,51.0
18,175,55,71,140000,1,2,1,Medium/Medium,RES,11,11,12,52,62,53,31,68.0
21,165,74,85,9500000,1,4,3,High/Low,LM,33,82,73,69,39,39,73,82.0
25,189,84,88,39500000,1,4,3,High/Medium,LDM,82,82,85,87,78,88,82,78.0
33,188,64,64,210000,1,3,2,Medium/High,RCB,62,42,54,61,72,87,40,49.0
21,176,63,75,600000,1,3,2,Medium/Medium,SUB,54,62,53,55,68,51,53,73.0
27,180,75,75,7000000,1,4,4,Medium/High,RCM,50,78,80,70,71,59,78,67.0
22,183,68,76,1200000,1,3,2,High/High,SUB,68,62,64,69,58,62,68,69.0
24,170,69,74,1400000,0,2,3,Medium/Medium,SUB,49,67,70,71,63,81,69,73.0
27,173,68,71,975000,0,2,3,Medium/Medium,RCM,56,65,67,66,70,65,71,68.0
27,181,72,72,3200000,1,4,3,Medium/Medium,SUB,48,70,75,74,65,56,78,55.0
25,185,84,88,36000000,1,3,2,Medium/High,RCB,78,50,60,79,90,90,27,67.0
23,175,74,79,7500000,1,4,4,High/Medium,ST,60,77,76,75,71,60,67,86.0
19,185,61,76,500000,1,3,2,Medium/High,RCB,54,47,52,56,68,69,46,67.0
24,190,65,72,700000,1,3,2,Low/Medium,SUB,56,56,61,58,65,78,56,65.0
26,172,66,69,775000,1,3,3,Medium/Medium,CDM,48,65,70,60,72,70,62,66.0
31,182,79,79,9500000,1,3,3,Medium/Medium,RDM,58,76,78,76,62,70,75,68.0
36,172,65,65,100000,1,3,3,Medium/Medium,RB,51,59,62,56,73,59,52,76.0
18,188,60,80,425000,1,3,3,Medium/Medium,SUB,61,55,60,54,62,68,51,71.0
24,189,58,63,130000,1,2,1,Medium/Medium,SUB,14,10,14,52,41,63,27,68.0
26,178,72,74,3700000,0,2,3,Medium/Medium,CAM,43,70,73,74,57,58,73,64.0
21,176,53,62,90000,0,2,2,Medium/Medium,RES,43,42,59,48,55,54,42,65.0
34,184,71,71,1000000,1,3,1,Medium/Medium,GK,11,8,12,68,59,54,25,68.0
35,177,55,55,25000,1,4,2,High/Medium,SUB,45,49,58,46,59,54,54,64.0
16,173,49,71,60000,1,3,2,Medium/Medium,SUB,32,50,50,44,58,45,52,72.0
22,174,64,71,575000,0,3,2,Medium/High,LW,61,66,62,54,53,60,55,77.0
22,176,64,73,675000,0,3,3,Medium/Medium,LDM,48,68,70,58,56,55,68,66.0
24,186,68,74,1100000,1,3,2,Low/High,SUB,54,60,62,64,44,77,65,36.0
27,181,70,73,1900000,1,3,3,Medium/Medium,RES,56,64,70,74,69,69,57,71.0
19,178,57,71,210000,0,3,2,High/Medium,SUB,44,53,51,46,62,60,42,68.0
23,188,64,71,475000,1,2,1,Medium/Medium,SUB,13,10,13,56,58,58,32,68.0
28,181,66,66,550000,1,3,2,Medium/High,SUB,48,55,61,58,71,64,56,80.0
28,185,69,69,900000,0,3,3,High/Medium,LM,64,65,64,67,72,76,64,75.0
21,181,64,72,675000,1,2,3,Medium/Low,RES,57,68,66,62,74,57,39,85.0
21,174,65,74,850000,1,3,3,High/Medium,RES,38,72,71,64,49,62,61,66.0
21,183,64,76,800000,1,3,3,Medium/Medium,SUB,39,72,72,57,70,58,59,70.0
22,183,54,63,100000,1,3,2,Medium/Low,RES,49,39,59,48,70,56,25,57.0
21,187,67,81,1600000,1,4,2,Medium/High,SUB,64,54,60,66,70,79,40,68.0
19,181,54,66,120000,1,3,2,Medium/Medium,SUB,55,45,47,53,66,60,42,65.0
30,186,75,75,6000000,1,3,3,Medium/Medium,LCM,62,74,79,74,63,71,75,47.0
29,193,66,66,550000,1,3,2,Medium/High,RDM,64,50,55,61,62,91,57,47.0
20,179,62,75,525000,0,3,2,High/High,SUB,52,59,57,56,62,58,33,72.0
27,188,60,64,190000,1,3,1,Medium/Medium,SUB,11,14,18,58,65,68,28,68.0
27,184,65,65,475000,1,3,2,Medium/High,SUB,58,61,60,63,61,71,58,68.0
25,169,58,62,160000,1,3,2,Medium/Medium,SUB,40,56,58,54,56,45,57,71.0
21,167,58,72,250000,0,2,2,Medium/Medium,SUB,40,57,58,52,58,61,35,67.0
21,183,64,71,650000,0,3,3,Medium/Low,RES,66,62,60,52,82,80,53,78.0
21,175,55,64,110000,1,2,2,Low/Medium,SUB,56,56,51,58,60,44,48,54.0
29,193,55,56,80000,1,3,2,Medium/Medium,SUB,42,28,33,48,72,75,39,63.0
27,163,73,73,4200000,1,3,3,High/Medium,SUB,55,74,72,62,61,56,63,84.0
32,165,67,67,475000,1,3,2,High/Medium,RB,61,63,66,59,70,62,58,83.0
18,175,58,74,275000,1,3,3,High/Medium,SUB,44,63,67,53,70,33,57,68.0
30,186,70,70,1400000,1,3,2,Medium/High,RCB,71,45,55,65,89,83,38,64.0
22,190,61,68,350000,1,3,2,Medium/Medium,RS,62,62,57,60,61,73,46,63.0
30,189,76,77,6000000,1,2,1,Medium/Medium,GK,19,16,30,72,68,71,58,68.0
31,181,72,72,2700000,1,4,3,High/Medium,CAM,60,72,74,69,52,64,70,67.0
33,187,78,78,5500000,1,3,1,Medium/Medium,GK,12,14,18,75,77,74,41,68.0
24,190,57,62,140000,1,3,2,Medium/Medium,RES,65,51,56,44,61,74,43,54.0
22,172,60,69,325000,0,2,3,High/Medium,SUB,40,61,57,51,56,51,60,71.0
23,165,67,71,1000000,1,3,3,High/Low,SUB,51,70,68,58,84,56,63,85.0
26,189,72,75,3500000,1,3,2,Low/Medium,SUB,70,53,61,66,46,88,53,58.0
23,185,62,68,375000,1,3,2,Medium/High,SUB,60,35,51,52,72,82,26,74.0
23,185,73,82,6000000,1,4,3,Medium/High,LCM,58,72,74,71,66,64,74,70.0
36,190,65,65,90000,1,3,1,Medium/Medium,GK,13,16,15,60,50,68,10,68.0
18,182,56,73,180000,1,3,2,Medium/Medium,RES,50,60,62,49,54,58,57,55.0
28,188,63,63,325000,1,4,2,High/Medium,LCB,64,44,54,57,66,85,34,48.0
23,177,64,70,625000,1,3,2,High/Medium,SUB,58,63,62,59,49,50,54,80.0
20,189,59,73,350000,1,3,2,High/Low,RES,52,57,56,54,51,57,49,62.0
31,178,66,66,475000,0,3,3,Medium/Medium,LB,57,63,60,62,71,64,59,63.0
30,183,69,69,975000,0,5,2,High/High,RCM,70,60,66,69,69,82,66,58.0
20,178,59,71,250000,1,4,3,Medium/Medium,RES,55,58,61,57,60,66,51,53.0
22,191,65,73,725000,1,2,2,Medium/High,LCB,56,66,69,55,68,86,33,60.0
23,189,66,72,875000,1,3,2,High/Medium,LCM,55,63,68,56,50,62,65,70.0
18,167,57,75,210000,0,3,2,Medium/Low,RES,30,62,60,37,56,34,53,73.0
24,182,63,69,500000,0,4,3,High/Low,SUB,55,66,65,55,70,55,63,72.0
37,182,70,70,575000,0,3,3,High/Medium,CAM,66,72,75,64,56,65,78,47.0
30,182,69,69,0,1,3,2,Medium/Medium,Missing,66,39,41,62,73,76,35,68.0
31,187,62,62,230000,1,2,2,Medium/Medium,SUB,62,47,53,58,77,76,53,58.0
28,176,70,70,1800000,1,2,3,Medium/Medium,RW,34,71,65,66,56,59,65,91.0
26,184,65,70,650000,1,3,2,Medium/High,RCB,56,48,62,52,76,71,60,61.0
24,178,64,71,625000,0,2,3,Medium/Medium,LCM,32,68,68,59,69,60,66,60.0
24,175,63,68,475000,1,3,2,Medium/High,RDM,55,60,61,62,82,66,60,73.0
36,185,56,56,20000,0,2,2,Low/High,SUB,52,32,45,55,54,70,45,31.0
26,173,72,75,3400000,1,3,2,Medium/High,RB,57,64,69,70,76,64,57,70.0
20,185,55,70,180000,1,3,2,Medium/Medium,RCM,42,60,57,46,53,49,52,77.0
27,185,68,69,1000000,1,3,3,High/High,CAM,64,64,66,70,57,71,67,72.0
26,193,65,68,600000,1,2,2,Low/Medium,LCB,73,32,36,61,78,84,33,34.0
33,183,67,67,375000,0,2,2,Medium/Medium,CM,67,59,67,67,87,78,60,54.0
18,182,69,84,2200000,1,4,3,Medium/High,ST,70,73,69,70,53,62,63,79.0
21,193,78,84,11000000,1,3,1,Medium/Medium,GK,13,14,10,69,73,70,47,68.0
18,193,60,75,425000,1,3,2,Medium/Medium,RES,69,56,59,53,71,74,52,53.0
31,160,71,71,2100000,1,3,4,High/Medium,SUB,40,71,70,64,91,29,68,84.0
19,191,51,71,70000,1,2,2,Medium/Medium,RB,58,46,49,42,61,62,49,62.0
30,199,69,70,0,1,2,1,Medium/Medium,Missing,11,13,21,71,74,66,36,68.0
27,182,62,62,300000,1,3,3,High/Medium,RM,55,63,61,58,59,68,62,74.0
20,193,69,83,2000000,1,3,1,Medium/Medium,GK,15,13,9,55,56,69,30,68.0
23,190,59,65,160000,1,3,1,Medium/Medium,RES,13,8,19,54,31,64,24,68.0
24,188,79,83,14500000,1,3,2,High/High,RB,83,71,74,75,90,89,59,79.0
27,185,64,65,450000,1,2,2,Low/Medium,RCB,72,36,52,49,72,92,27,48.0
25,167,72,77,4100000,1,3,3,High/Medium,SUB,49,77,73,68,61,60,65,76.0
20,187,61,76,525000,0,3,2,Medium/Medium,SUB,60,48,54,52,64,78,28,55.0
18,187,60,80,400000,1,3,2,Medium/High,LCB,57,50,53,55,76,68,48,71.0
25,193,63,67,350000,1,1,1,Medium/Medium,RES,14,18,22,42,34,60,43,68.0
21,170,66,78,1200000,1,3,3,Medium/Medium,SUB,59,71,66,64,52,57,53,79.0
18,190,56,74,190000,1,3,2,High/Medium,RES,46,59,57,45,66,55,47,85.0
26,176,72,75,3400000,0,2,2,High/Medium,SUB,69,61,61,67,75,70,48,69.0
27,173,66,66,650000,0,3,3,Medium/High,LCM,46,66,70,67,46,57,62,56.0
31,189,70,70,1600000,1,3,3,High/High,RES,74,64,67,71,60,74,59,60.0
20,191,66,82,1200000,1,3,1,Medium/Medium,RES,20,14,19,59,40,55,32,68.0
23,183,74,81,8000000,1,3,3,Medium/Medium,SUB,58,77,81,70,63,69,76,64.0
32,185,68,68,725000,1,3,3,Medium/Medium,ST,72,65,65,64,86,76,67,75.0
27,183,68,68,950000,1,4,3,Medium/Medium,LS,71,76,73,54,73,61,42,73.0
30,180,72,72,2900000,1,3,3,High/Medium,RM,41,76,75,68,42,66,69,74.0
22,177,59,65,190000,1,3,2,Medium/Medium,RWB,42,58,57,52,70,64,51,66.0
28,175,63,63,375000,1,4,3,High/Low,SUB,61,63,60,63,72,69,64,75.0
29,193,64,64,450000,1,3,2,High/Medium,SUB,65,60,64,60,65,84,55,74.0
31,186,71,71,2100000,1,3,3,High/Medium,LDM,72,70,71,79,86,83,69,50.0
19,181,56,74,200000,1,3,3,Medium/Medium,RES,46,54,55,49,80,56,49,80.0
23,170,64,73,700000,1,2,3,Medium/Medium,SUB,47,64,62,55,68,35,61,77.0
24,185,66,69,825000,0,3,3,Medium/Medium,RW,50,69,68,55,62,58,62,76.0
28,176,65,65,550000,1,3,3,Medium/Medium,SUB,60,67,64,61,80,61,41,85.0
26,177,88,89,71000000,0,3,4,Medium/Medium,RS,64,91,94,84,75,60,87,85.0
30,179,73,73,3900000,1,5,3,High/Low,RW,68,73,73,68,65,76,68,74.0
23,173,56,65,140000,1,3,3,Medium/Low,RES,36,69,61,37,44,56,51,65.0
22,173,68,74,1200000,1,3,3,Medium/Low,LM,62,75,71,68,66,47,59,73.0
33,195,65,65,250000,0,2,2,Medium/Medium,LCB,65,40,39,62,76,90,40,55.0
21,187,64,79,925000,1,2,2,Medium/Medium,RES,71,30,64,56,66,68,28,57.0
26,190,70,73,2000000,1,2,2,Low/Medium,SUB,68,57,60,60,76,70,46,72.0
21,190,56,69,140000,1,2,1,Medium/Medium,SUB,13,11,14,38,36,63,31,68.0
19,175,62,76,600000,0,3,3,Medium/Medium,LWB,52,57,58,54,73,50,49,74.0
35,187,62,62,80000,1,2,1,Medium/Medium,SUB,21,12,17,56,37,39,41,68.0
20,184,53,62,80000,1,3,2,Medium/Medium,RES,49,28,56,45,68,61,33,55.0
23,181,64,70,625000,1,4,3,Medium/High,SUB,52,68,65,61,59,67,47,78.0
20,193,59,72,275000,1,3,2,Medium/Medium,RES,56,40,49,55,67,71,44,68.0
30,182,86,86,36500000,1,3,3,High/High,RCM,65,78,84,86,78,78,83,65.0
26,176,72,73,3700000,1,3,4,Medium/Medium,SUB,52,79,74,63,58,54,67,80.0
31,182,73,73,3600000,1,4,3,Medium/Low,ST,78,68,75,70,74,90,63,48.0
25,186,80,83,18500000,0,4,4,Medium/Low,SUB,42,86,82,77,61,58,76,78.0
34,190,73,73,1800000,1,3,1,Medium/Medium,GK,16,15,16,72,68,79,38,68.0
23,190,68,74,925000,0,3,1,Medium/Medium,GK,12,9,18,59,53,62,33,68.0
25,175,57,61,120000,0,2,2,Medium/Medium,RES,45,54,52,51,55,47,33,64.0
30,178,65,65,500000,0,3,3,Medium/Medium,LB,55,66,66,62,77,58,51,79.0
21,165,63,72,575000,1,3,4,Medium/Medium,RCM,33,68,68,64,94,39,59,80.0
20,187,60,74,425000,1,3,2,Medium/Medium,SUB,56,36,55,56,69,63,30,64.0
23,190,63,71,425000,1,3,1,Medium/Medium,RES,12,14,12,56,52,51,50,68.0
23,190,68,75,1100000,1,3,2,Medium/Medium,RES,71,37,50,63,65,79,39,51.0
21,178,66,72,800000,0,3,2,High/Medium,LB,52,53,62,61,71,66,54,71.0
31,175,68,68,650000,1,3,2,Medium/Medium,LCM,65,60,68,66,92,65,55,56.0
21,180,63,70,525000,1,4,3,Medium/Medium,RES,52,70,66,58,56,62,59,64.0
